Cód. Município,Qtde Municípios,Nome do Município,UF,Número e Ano,Categoria,Qtde de Papéis,Papel do Estado,Classificação da instituição do AMI
3504107,1,ATIBAIA,SP,678 / 2013,Lei de inovação,1,Promotor,Instituição do ecossistema de inovação
3505500,1,BARRETOS,SP,84 / 2007,Lei de inovação,1,Promotor,Instituição de incentivos básicos à inovação
3506003,1,BAURU,SP,7148 / 2018,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3507001,1,BOITUVA,SP,2173 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3507506,1,BOTUCATU,SP,5547 / 2013,Lei de inovação,1,Promotor,Instituição do ecossistema de inovação
3507506,1,BOTUCATU,SP,783 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3509502,1,CAMPINAS,SP,12653 / 2006,Lei de inovação,1,Promotor,Instituição de incentivos fiscais à inovação
3509502,1,CAMPINAS,SP,16165 / 2021,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3509700,1,CAMPOS DO JORDAO,SP,3108 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3513405,1,CRUZEIRO,SP,4100 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3513801,1,DIADEMA,SP,313 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3515509,1,FERNANDOPOLIS,SP,72 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3516705,1,GARCA,SP,4355 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3516705,1,GARCA,SP,5325 / 2019,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3516705,1,GARCA,SP,5458 / 2022,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3517406,1,GUAIRA,SP,2270 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3518701,1,GUARUJA,SP,4744 / 2019,Projeto de LMI,1,Promotor,Instituição de politica de CT&I com instrumentos básicos (Conselho e F
3518800,1,GUARULHOS,SP,36252 / 2019,Decreto de inovação,1,Promotor,Decreto de inovação
3518800,1,GUARULHOS,SP,7728 / 2019,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3520442,1,ILHA SOLTEIRA,SP,239 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3522307,1,ITAPETININGA,SP,47 / 2012,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3522505,1,ITAPEVI,SP,3055 / 2022,Lei de inovação,1,Promotor,Instituição de incentivos básicos à inovação
3523107,1,ITAQUAQUECETUBA,SP,2562 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3524303,1,JABOTICABAL,SP,2085 / 2007,Lei de inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3524402,1,JACAREI,SP,5591 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3525904,1,JUNDIAI,SP,9716 / 2022,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3527306,1,Louveira,SP,5872 / 2021,Decreto de inovação,1,Promotor,Decreto de inovação
3529401,1,MAUA,SP,4506 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3530607,1,MOGI DAS CRUZES,SP,56 / 2008,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3530607,1,MOGI DAS CRUZES,SP,7327 / 2017,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3530706,1,Mogi Guacu,SP,5586 / 2022,Lei de inovação,1,Promotor,Instituição do ecossistema de inovação
3532009,1,MORUNGABA,SP,1208 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3532009,1,MORUNGABA,SP,69 / 2019,Lei de inovação,1,Promotor,Instituição de conselho de CT&I para deliberações diversas
3534401,1,OSASCO,SP,213 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3535507,1,PARAGUACU PAULISTA,SP,83 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3537404,1,PEREIRA BARRETO,SP,35 / 2007,Lei de inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3537800,1,PIEDADE,SP,4570 / 2018,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3538105,1,PINDORAMA,SP,2047 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3538709,1,PIRACICABA,SP,17051 / 2017,Decreto de inovação,1,Promotor,Decreto de inovação
3538709,1,PIRACICABA,SP,18916 / 2021,Decreto de inovação,1,Promotor,Decreto de inovação
3538709,1,PIRACICABA,SP,223 / 2008,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
3538709,1,PIRACICABA,SP,6621 / 2009,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
3538709,1,PIRACICABA,SP,9643 / 2021,Lei de inovação,1,Promotor,Instituição de conselho de CT&I para deliberações diversas
3539202,1,PIRAPOZINHO,SP,3654 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3539806,1,POA,SP,3436 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3540002,1,POMPEIA,SP,39 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3541406,1,PRESIDENTE PRUDENTE,SP,9086 / 2016,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3542602,1,REGISTRO,SP,1829 / 2019,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
3543303,1,RIBEIRAO PIRES,SP,5418 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3543402,1,RIBEIRAO PRETO,SP,108 / 2019,Projeto de LMI,1,Promotor,Instituição de incentivos à inovação
3543402,1,RIBEIRAO PRETO,SP,2526 / 2012,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
3547304,1,SANTANA DE PARNAIBA,SP,3920 / 2016,Decreto de inovação,1,Promotor,Decreto de inovação
3547304,1,SANTANA DE PARNAIBA,SP,3934 / 2020,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
3547809,1,SANTO ANDRE,SP,9407 / 2012,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3547809,1,SANTO ANDRE,SP,9538 / 2013,Projeto de LMI,1,Promotor,Instituição de incentivos à inovação
3548500,1,SANTOS,SP,812 / 2013,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
3548708,1,SAO BERNARDO DO CAMPO,SP,6036 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3548708,1,SAO BERNARDO DO CAMPO,SP,6243 / 2012,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
3548807,1,SAO CAETANO DO SUL,SP,5822 / 2019,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
3548906,1,SAO CARLOS,SP,222 / 2017,Projeto de LMI,1,Promotor,Instituição de incentivos à inovação
3549805,1,SAO JOSE DO RIO PRETO,SP,10029 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3549805,1,SAO JOSE DO RIO PRETO,SP,350 / 2011,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
3549805,1,SAO JOSE DO RIO PRETO,SP,548 / 2017,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
3549904,1,SAO JOSE DOS CAMPOS,SP,12367 / 2006,Decreto de inovação,1,Promotor,Decreto de inovação
3550209,1,SAO MIGUEL ARCANJO,SP,2878 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3550308,1,SAO PAULO,SP,15838 / 2013,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
3550308,1,SAO PAULO,SP,413 / 2022,Projeto de LMI,1,Promotor,Instituição de arranjos promotores de inovação
3550308,1,SAO PAULO,SP,437 / 2018,Projeto de LMI,1,Promotor,Instituição do ecossistema de CT&I
3550308,1,SAO PAULO,SP,55461 / 2014,Decreto de inovação,1,Promotor,Decreto de inovação
3550308,1,SAO PAULO,SP,58017 / 2017,Decreto de inovação,1,Promotor,Decreto de inovação
3551009,1,São Vicente,SP,917 / 2018,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
3551504,1,SERRANA,SP,16867 / 2018,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
3552205,1,SOROCABA,SP,9114 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3552205,1,SOROCABA,SP,9449 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
3552205,1,SOROCABA,SP,9672 / 2011,Lei de inovação,1,Promotor,Instituição do ecossistema de inovação
3552809,1,TABOAO DA SERRA,SP,1916 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4101101,1,ANDIRA,PR,2868 / 2017,Lei de inovação,1,Promotor,Instituição de fundo municipal de incentivos à inovação
4101408,1,APUCARANA,PR,146 / 2018,Projeto de LMI,1,Promotor,Instituição de incentivos à inovação e pesquisa
4101804,1,ARACAURIA,PR,3578 / 2019,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4103602,1,CAMBARA,PR,60 / 2015,Lei de inovação,1,Promotor,Instituição de fundo municipal de incentivos à inovação
4104303,1,CAMPO MOURAO,PR,4145 / 2020,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4104303,1,CAMPO MOURAO,PR,9538 / 2022,Decreto de inovação,1,Promotor,Instituição de fundo municipal de incentivos à inovação
4104808,1,CASCAVEL,PR,90 / 2016,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
4105508,1,CIANORTE,PR,163 / 2022,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
4105805,1,COLOMBO,PR,1618 / 2021,Lei de inovação,1,Promotor,Instituição de incentivos básicos à inovação
4106902,1,CURITIBA,PR,15324 / 2018,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4106902,1,CURITIBA,PR,64 / 2007,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4107652,1,FAZENDA RIO GRANDE,PR,39 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4108304,1,FOZ DO IGUACU,PR,28244 / 2020,Decreto de inovação,1,Promotor,Decreto de inovação
4108304,1,FOZ DO IGUACU,PR,283 / 2017,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
4108403,1,FRANCISCO BELTRAO,PR,3436 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4108403,1,FRANCISCO BELTRAO,PR,4728 / 2019,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4108601,1,GOIOERE,PR,2700 / 2019,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4109401,1,GUARAPUAVA,PR,41 / 2013,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
4113700,1,LONDRINA,PR,12334 / 2015,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
4114203,1,MANDAGUARI,PR,3405 / 2020,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
4114609,1,MARECHAL CANDIDO RONDON,PR,5154 / 2019,Lei de inovação,1,Promotor,Instituição de incentivos educacionais à inovação
4115200,1,MARINGA,PR,10407 / 2017,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
4115200,1,MARINGA,PR,10576 / 2018,Lei de inovação,1,Promotor,Instituição de conselho de CT&I para deliberações diversas
4115606,1,MATELÂNDIA,PR,2287 / 2010,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4115804,1,MEDIANEIRA,PR,816 / 2019,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4117909,1,PALOTINA,PR,4922 / 2018,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4118402,1,PARANAVAI,PR,4860 / 2020,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4118501,1,PATO BRANCO,PR,34 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4119152,1,PINHAIS,PR,2217 / 2019,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos (Conselho e F
4119152,1,PINHAIS,PR,2355 / 2021,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos (Conselho e F
4119905,1,PONTA GROSSA,PR,13181 / 2018,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
4120606,1,PRUDENTOPOLIS,PR,2385 / 2019,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4122404,1,ROLANDIA,PR,3991 / 2020,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4123808,1,SANTA IZABEL DO OESTE,PR,967 / 2008,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4124103,1,SANTO ANTONIO DA PLATINA,PR,1607 / 2016,Lei de inovação,1,Promotor,Instituição de fundo municipal de incentivos à inovação
4125506,1,SAO JOSE DOS PINHAIS,PR,3721 / 2020,Projeto de LMI,1,Promotor,Instituição de arranjos promotores de inovação
4127106,1,TELEMACO BORBA,PR,2126 / 2015,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4127700,1,TOLEDO,PR,75 / 2019,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
4128104,1,UMUARAMA,PR,4430 / 2020,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
4128500,1,WENCESLAU BRAZ,PR,2839 / 2018,Lei de inovação,1,Promotor,Instituição de fundo municipal de incentivos à inovação
4201406,1,ARARANGUA,SC,168 / 2015,Lei de inovação,1,Promotor,Instituição do ecossistema de inovação
4201406,1,ARARANGUA,SC,197 / 2017,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
4201406,1,ARARANGUA,SC,9 / 2017,Projeto de LMI,1,Promotor,Instituição do ecossistema de CT&I
4202008,1,BALNEARIO CAMBORIU,SC,4511 / 2021,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4202008,1,BALNEARIO CAMBORIU,SC,4583 / 2021,Lei de inovação,1,Promotor,Instituição de politica de inovação
4202404,1,BLUMENAU,SC,1164 / 2017,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
4202404,1,BLUMENAU,SC,8478 / 2017,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4202453,1,BOMBINHAS,SC,363 / 2021,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4202859,1,BRAGANCA PAULISTA,SP,599 / 2007,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4202909,1,BRUSQUE,SC,344 / 2021,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
4203006,1,CACADOR,SC,2563 / 2008,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4203006,1,CACADOR,SC,399 / 2021,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
4203006,1,CACADOR,SC,429 / 2022,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
4204202,1,CHAPECO,SC,6476 / 2013,Lei de inovação,1,Promotor,Instituição de fundo municipal de incentivos à inovação
4204202,1,CHAPECO,SC,7407 / 2020,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4204301,1,CONCORDIA,SC,5029 / 2017,Lei de inovação,1,Promotor,Instituição de fundo municipal de incentivos à inovação
4204301,1,CONCORDIA,SC,5271 / 2019,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4204608,1,CRICIUMA,SC,6652 / 2015,Lei de inovação,1,Promotor,Instituição de escritório virtual ou coworking
4204608,1,CRICIUMA,SC,7375 / 2018,Lei de inovação,1,Promotor,Instituição de incentivos básicos à inovação
4204806,1,CURITIBANOS,SC,6539 / 2021,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4205209,1,ERVAL VELHO,SC,102 / 2022,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
4205209,1,ERVAL VELHO,SC,1543 / 2021,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
4205407,1,FLORIANOPOLIS,SC,10 / 2017,Portaria de inovação,1,Promotor,Portaria de inovação
4205407,1,FLORIANOPOLIS,SC,17097 / 2017,Decreto de inovação,1,Promotor,Instituição do ecossistema de CT&I
4205407,1,FLORIANOPOLIS,SC,17485 / 2017,Decreto de inovação,1,Promotor,Decreto de inovação
4205407,1,FLORIANOPOLIS,SC,21318 / 2020,Decreto de inovação,1,Promotor,Decreto de inovação
4205407,1,FLORIANOPOLIS,SC,432 / 2012,Lei de inovação,1,Promotor,Instituição do ecossistema robusto
4205407,1,FLORIANOPOLIS,SC,5 / 2022,Portaria de inovação,1,Promotor,Portaria de inovação
4205456,1,FORQUILHINHA,SC,41 / 2019,Projeto de LMI,1,Promotor,Instituição de incentivos básicos à inovação
4205506,1,FRAIBURGO,SC,2562 / 2022,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4207577,1,IOMERE,SC,565 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4208203,1,ITAJAI,SC,7377 / 2022,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4208906,1,JARAGUA DO SUL,SC,12898 / 2019,Decreto de inovação,1,Promotor,Decreto de inovação
4208906,1,JARAGUA DO SUL,SC,7598 / 2018,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4208906,1,JARAGUA DO SUL,SC,7740 / 2018,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
4208906,1,JARAGUA DO SUL,SC,8001 / 2019,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4209003,1,JOACABA,SC,388 / 2019,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
4209003,1,JOACABA,SC,5095 / 2017,Projeto de LMI,1,Promotor,Instituição de arranjos promotores de inovação
4209102,1,JOINVILLE,SC,7170 / 2011,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
4209300,1,LAGES,SC,289 / 2018,Projeto de LMI,1,Promotor,Instituição de incentivos básicos à inovação
4209300,1,LAGES,SC,3934 / 2012,Projeto de LMI,1,Promotor,Instituição de arranjos promotores de inovação
4210035,1,LUZERNA,SC,615 / 2005,Lei de inovação,1,Promotor,Instituição de politica de desenvolvimento econômico
4210035,1,LUZERNA,SC,977 / 2011,Lei de inovação,1,Promotor,Instituição de politica de desenvolvimento econômico
4211207,1,MORRO DA FUMACA,SC,2118 / 2021,Lei de inovação,1,Promotor,Instituição de incentivos básicos à inovação
4211900,1,PALHOCA,SC,2243 / 2017,Decreto de inovação,1,Promotor,Decreto de inovação
4211900,1,PALHOCA,SC,357 / 2022,Projeto de LMI,1,Promotor,Instituição de arranjos promotores de inovação
4211900,1,PALHOCA,SC,3762 / 2012,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4211900,1,PALHOCA,SC,4292 / 2015,Lei de inovação,1,Promotor,Instituição de fundo municipal de incentivos à inovação
4211900,1,PALHOCA,SC,4293 / 2015,Lei de inovação,1,Promotor,Instituição de incentivos econômicos e fiscais para inovação
4214805,1,RIO DO SUL,SC,395 / 2018,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos (Conselho e F
4215000,1,RIO NEGRINHO,SC,2805 / 2016,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4215406,1,SALTO,SP,2871 / 2008,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4215802,1,SAO BENTO DO SUL,SC,2995 / 2012,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4215802,1,SAO BENTO DO SUL,SC,4559 / 2022,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4218707,1,TUBARAO,SC,154 / 2017,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4218707,1,TUBARAO,SC,263 / 2020,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
4218707,1,TUBARAO,SC,4510 / 2019,Decreto de inovação,1,Promotor,Instituição de conselho de CT&I para deliberações diversas
4218707,1,TUBARAO,SC,518358 / 2015,Projeto de LMI,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4219309,1,VIDEIRA,SC,15868 / 2018,Decreto de inovação,1,Promotor,Decreto de inovação
4219309,1,VIDEIRA,SC,3780 / 2020,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4219507,1,XANXERE,SC,4114 / 2019,Lei de inovação,1,Promotor,Instituição de conselho de CT&I para deliberações diversas
4300406,1,ALEGRETE,RS,5810 / 2017,Lei de inovação,1,Promotor,Instituição do ecossistema de CT&I
4300604,1,ALVORADA,RS,3104 / 2017,Lei de inovação,1,Promotor,Instituição de incentivos fiscais à inovação
4301602,1,BAGE,RS,5517 / 2015,Lei de inovação,1,Promotor,Instituição do ecossistema de inovação
4303103,1,CACHOEIRINHA,RS,3532 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4304358,1,CANDIOTA,RS,1369 / 2012,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4304408,1,CANELA,RS,24 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4304606,1,CANOAS,RS,6534 / 2022,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4304630,1,CAPAO DA CANOA,RS,31 / 2011,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4304705,1,CARAZINHO,RS,55 / 2021,Projeto de LMI,1,Promotor,Instituição de incentivos à inovação
4305108,1,CAXIAS DO SUL,RS,22024 / 2022,Decreto de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4305108,1,CAXIAS DO SUL,RS,57 / 2021,Projeto de LMI,1,Promotor,Instituição de incentivos à inovação e pesquisa
4305108,1,CAXIAS DO SUL,RS,671 / 2021,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
4305405,1,CHIAPETTA,RS,997 / 2019,Projeto de LMI,1,Promotor,Instituição de arranjos promotores de inovação
4305504,1,CIRIACO,RS,1545 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4307708,1,ESTEIO,RS,7635 / 2020,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
4309001,1,GIRUA,RS,38 / 2020,Projeto de LMI,1,Promotor,Instituição de incentivos à inovação
4309209,1,GRAVATAI,RS,3278 / 2012,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4309209,1,GRAVATAI,RS,4072 / 2019,Lei de inovação,1,Promotor,Instituição de mecanismos de incentivos à PD&I
4310207,1,IJUI,RS,5800 / 2013,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4310207,1,IJUI,RS,661 / 2014,Projeto de LMI,1,Promotor,Instituição de arranjos promotores de inovação
4311403,1,LAJEADO,RS,10134 / 2016,Lei de inovação,1,Promotor,Instituição de fundo municipal de incentivos à inovação
4311403,1,LAJEADO,RS,8225 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4311403,1,LAJEADO,RS,9911 / 2015,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4314100,1,PASSO FUNDO,RS,5390 / 2019,Lei de inovação,1,Promotor,Instituição de conselho de CT&I para deliberações diversas
4314407,1,PELOTAS,RS,5645 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4314902,1,PORTO ALEGRE,RS,17 / 2020,Projeto de LMI,1,Promotor,Instituição do ecossistema de CT&I
4314902,1,PORTO ALEGRE,RS,721 / 2013,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4314902,1,PORTO ALEGRE,RS,883 / 2020,Lei de inovação,1,Promotor,Instituição de fundo municipal de incentivos à inovação
4315503,1,RESTINGA SECA,RS,2579 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4315602,1,RIO GRANDE,RS,18110 / 2021,Decreto de inovação,1,Promotor,Decreto de inovação
4315602,1,RIO GRANDE,RS,8336 / 2019,Lei de inovação,1,Promotor,Instituição de incentivos à inovação e pesquisa
4315602,1,RIO GRANDE,RS,8338 / 2019,Lei de inovação,1,Promotor,Instituição de fundo municipal de incentivos à inovação
4316006,1,ROLANTE,RS,4061 / 2017,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4316808,1,SANTA CRUZ DO SUL,RS,5874 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4316808,1,SANTA CRUZ DO SUL,RS,6388 / 2011,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos (Conselho e F
4316808,1,SANTA CRUZ DO SUL,RS,9079 / 2022,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4316907,1,SANTA MARIA,RS,26 / 2021,Projeto de LMI,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
4316907,1,SANTA MARIA,RS,5306 / 2010,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
4317400,1,SANTIAGO,RS,34 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4317509,1,SANTO ANGELO,RS,3337 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4318200,1,SAO FRANCISCO DE PAULA,RS,3643 / 2021,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4318705,1,SAO LEOPOLDO,RS,7043 / 2009,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4318705,1,SAO LEOPOLDO,RS,7324 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4318903,1,SAO LUIZ GONZAGA,RS,4868 / 2010,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4319901,1,SAPIRANGA,RS,6816 / 2021,Lei de inovação,1,Promotor,Instituição de incentivos à inovação
4321204,1,TAQUARA,RS,6531 / 2021,Lei de inovação,1,Promotor,Instituição de arranjos promotores de inovação
4321501,1,TORRES,RS,4721 / 2014,Lei de estimulo à inovação,1,Promotor,Instituição de tratamento diferenciado a empresas de inovação
4322608,1,VENANCIO AIRES,RS,6733 / 2020,Lei de inovação,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
5002704,1,CAMPO GRANDE,MS,10500 / 2022,Projeto de LMI,1,Promotor,Instituição de politica de CT&I com instrumentos básicos
5002704,1,CAMPO GRANDE,MS,9560 / 2019,Projeto de LMI,1,Promotor,Instituição de politica de inovação
